split,seq_id,frame_idx,active_points_forward_sensor,road_count,marking_count,other_count,ignored_count,raw_8_count,raw_9_count,raw_10_count
validation,116,54,47852,24677,705,22411,59,697,0,8
validation,116,55,48561,25602,811,22070,78,805,0,6
validation,116,56,49246,26941,911,21308,86,907,0,4
validation,116,57,52998,28226,978,23683,111,960,0,18
validation,116,58,54048,28980,878,24056,134,829,0,49
validation,116,59,54850,29076,709,24988,77,671,0,38
validation,116,60,55462,29225,831,25299,107,744,0,87
validation,116,61,55824,29373,909,25468,74,829,0,80
validation,116,62,54058,28830,912,24268,48,870,0,42
validation,116,63,53265,27803,885,24496,81,840,0,45
validation,116,64,53324,27592,796,24866,70,753,0,43
validation,116,65,53643,27539,694,25326,84,671,0,23
validation,116,66,53364,26977,751,25571,65,739,0,12
validation,116,67,54837,28862,807,25073,95,765,0,42
validation,116,68,56102,29950,863,25210,79,800,0,63
validation,116,69,55491,30046,806,24551,88,735,0,71
validation,116,70,54695,28985,825,24797,88,720,0,105
validation,116,71,53741,27826,836,25005,74,724,0,112
validation,116,72,54110,27270,974,25727,139,738,0,236
validation,116,73,53919,27728,896,25190,105,818,0,78
validation,116,74,54161,28753,904,24410,94,809,0,95
validation,116,75,54887,29674,876,24221,116,736,0,140
validation,116,76,56186,30098,944,25031,113,790,0,154
validation,116,77,57022,31025,1033,24872,92,806,0,227
validation,116,78,58206,32105,1214,24789,98,940,0,274
validation,116,79,58206,31939,1366,24803,98,940,0,426
validation,123,0,60950,28971,769,31140,70,744,0,25
validation,123,1,60950,28960,774,31146,70,750,0,24
validation,123,2,60250,29416,885,29885,64,851,0,34
validation,123,3,60756,30267,960,29471,58,922,0,38
validation,123,4,61411,30210,1081,30053,67,1047,0,34
validation,123,5,60959,30322,1158,29409,70,1113,0,45
validation,123,6,61132,30213,1331,29529,59,1283,0,48
validation,123,7,61641,29767,1417,30402,55,1363,0,54
validation,123,8,60218,29272,967,29928,51,885,0,82
validation,123,9,61119,29564,998,30500,57,935,0,63
validation,123,10,60634,30023,1097,29450,64,1008,0,89
validation,123,11,60626,30076,1247,29252,51,1138,0,109
validation,123,12,61143,29540,1499,30037,67,1394,0,105
validation,123,13,60048,29396,1484,29116,52,1386,0,98
validation,123,14,60217,29608,1280,29265,64,1157,0,123
validation,123,15,61055,29597,1111,30283,64,967,0,144
validation,123,16,60211,29297,1189,29662,63,1069,0,120
validation,123,17,60186,29151,1268,29716,51,1138,0,130
validation,123,18,60931,29453,1372,30053,53,1258,0,114
validation,123,19,60083,29820,1628,28595,40,1528,0,100
validation,123,20,60100,30079,1466,28493,62,1385,0,81
validation,123,21,61009,30492,1144,29307,66,1047,0,97
validation,123,22,59829,30513,952,28324,40,859,0,93
validation,123,23,60062,30240,1030,28751,41,935,0,95
validation,123,24,60726,29898,1129,29655,44,1019,0,110
validation,123,25,59928,29485,1272,29123,48,1160,0,112
validation,123,26,60144,29195,1582,29312,55,1440,0,142
validation,123,27,61133,29758,1413,29920,42,1263,0,150
validation,123,28,60712,30588,1214,28875,35,1055,0,159
validation,123,29,60910,30823,1069,28980,38,893,0,176
validation,123,30,61376,30643,1123,29569,41,945,0,178
validation,123,31,60207,30177,1310,28678,42,1042,0,268
validation,123,32,60091,29650,1311,29088,42,1054,0,257
validation,123,33,60757,29178,1573,29966,40,1296,0,277
validation,123,34,59840,29361,1646,28778,55,1332,0,314
validation,123,35,60242,29832,1509,28846,55,1147,0,362
validation,123,36,61056,30299,1308,29404,45,882,0,426
validation,123,37,60215,30416,1224,28527,48,750,0,474
validation,123,38,60346,30248,1319,28731,48,756,0,563
validation,123,39,61170,30142,1560,29410,58,832,0,728
validation,123,40,60181,30165,1524,28443,49,960,0,564
validation,123,41,60179,29172,1459,29487,61,1249,0,210
validation,123,42,58934,29069,1373,28429,63,1144,0,229
validation,123,43,58973,28971,1273,28682,47,1000,0,273
validation,123,44,59337,28910,1056,29335,36,765,0,291
validation,123,45,58438,28367,1093,28930,48,793,0,300
validation,123,46,58363,27935,1280,29088,60,946,0,334
validation,123,47,59117,27902,1168,29968,79,800,0,368
validation,123,48,58334,28063,1215,28986,70,815,0,400
validation,123,49,59011,28273,1343,29325,70,922,0,421
validation,123,50,60029,28018,1589,30102,320,1170,0,419
validation,123,51,58767,27629,1605,29433,100,1084,0,521
validation,123,52,58163,26814,1459,29814,76,881,0,578
validation,123,53,58042,26412,1225,30307,98,643,0,582
validation,123,54,57297,26403,1198,29612,84,670,0,528
validation,123,55,57813,26710,1239,29776,88,740,0,499
validation,123,56,59125,27133,1184,30736,72,786,0,398
validation,123,57,58565,27094,1295,30106,70,831,0,464
validation,123,58,58180,26768,1318,30040,54,855,0,463
validation,123,59,58349,25892,1596,30817,44,1047,0,549
validation,123,60,57176,25049,1767,30309,51,1097,0,670
validation,123,61,57159,24688,1685,30747,39,1050,0,635
validation,123,62,57725,24111,1613,31953,48,916,0,697
validation,123,63,56690,23330,1482,31824,54,684,0,798
validation,123,64,54500,22883,1434,30138,45,625,0,809
validation,123,65,53579,22508,1555,29466,50,675,0,880
validation,123,66,52102,22459,1695,27891,57,714,0,981
validation,123,67,51361,22348,1756,27194,63,711,0,1045
validation,123,68,51597,22364,1818,27335,80,686,0,1132
validation,123,69,50973,22346,1923,26619,85,697,0,1226
validation,123,70,50527,22040,2156,26212,119,791,0,1365
validation,123,71,50739,21768,2460,26333,178,896,0,1564
validation,123,72,49808,21854,2414,25386,154,987,0,1427
validation,123,73,50056,22049,2221,25661,125,895,0,1326
validation,123,74,50915,23350,1191,26296,78,611,0,580
validation,123,75,51592,23637,1043,26812,100,473,0,570
validation,123,76,53131,23832,1016,28180,103,474,0,542
validation,123,77,52943,23949,956,27933,105,470,0,486
validation,123,78,54129,24320,1021,28685,103,512,0,509
validation,123,79,54129,24300,1035,28688,106,511,0,524
validation,124,0,59547,24355,862,34280,50,843,9,10
validation,124,1,59547,24347,864,34286,50,845,9,10
validation,124,2,61486,24799,572,36069,46,554,8,10
validation,124,3,60058,24829,533,34658,38,513,13,7
validation,124,4,60484,24958,548,34943,35,531,12,5
validation,124,5,60586,24861,660,35027,38,659,1,0
validation,124,6,60652,24805,455,35352,40,455,0,0
validation,124,7,61768,24748,78,36893,49,78,0,0
validation,124,8,60636,24803,94,35700,39,93,0,1
validation,124,9,60740,25235,111,35343,51,110,0,1
validation,124,10,61034,25592,108,35273,61,104,0,4
validation,124,11,59206,25715,126,33320,45,124,0,2
validation,124,12,59021,25895,145,32921,60,127,9,9
validation,124,13,59622,26083,166,33307,66,126,31,9
validation,124,14,58709,26294,195,32145,75,140,53,2
validation,124,15,59392,26564,218,32552,58,162,52,4
validation,124,16,61332,27163,199,33885,85,154,45,0
validation,124,17,61306,27629,221,33382,74,181,39,1
validation,124,18,62390,27715,188,34400,87,160,26,2
validation,124,19,63715,27604,170,35855,86,157,6,7
validation,124,20,62895,27470,185,35176,64,182,0,3
validation,124,21,63034,27264,231,35489,50,230,0,1
validation,124,22,64659,27347,262,37004,46,261,0,1
validation,124,23,63636,27667,293,35614,62,289,0,4
validation,124,24,63717,27894,320,35439,64,318,0,2
validation,124,25,64738,27746,387,36546,59,387,0,0
validation,124,26,62990,27136,459,35338,57,458,0,1
validation,124,27,62697,26369,552,35746,30,552,0,0
validation,124,28,63207,26193,645,36327,42,644,0,1
validation,124,29,61878,26520,712,34598,48,712,0,0
validation,124,30,62271,27063,751,34400,57,748,0,3
validation,124,31,63711,27080,907,35638,86,907,0,0
validation,124,32,62707,27048,1158,34437,64,1157,0,1
validation,124,33,63077,27234,1260,34528,55,1260,0,0
validation,124,34,64712,28133,992,35529,58,992,0,0
validation,124,35,63501,28359,779,34318,45,779,0,0
validation,124,36,63192,27833,875,34434,50,873,0,2
validation,124,37,63910,26998,1059,35808,45,1058,0,1
validation,124,38,62550,26654,1370,34477,49,1368,0,2
validation,124,39,63402,27445,742,35180,35,742,0,0
validation,124,40,61922,27737,777,33343,65,777,0,0
validation,124,41,62237,28001,919,33258,59,919,0,0
validation,124,42,63431,27865,1200,34320,46,1198,0,2
validation,124,43,62918,27890,1362,33625,41,1361,0,1
validation,124,44,63410,28200,1091,34070,49,1089,0,2
validation,124,45,64754,28828,823,35044,59,823,0,0
validation,124,46,63374,28586,859,33879,50,857,0,2
validation,124,47,63183,28427,1028,33682,46,1026,0,2
validation,124,48,64000,28456,1285,34207,52,1284,0,1
validation,124,49,63125,29077,1234,32758,56,1234,0,0
validation,124,50,62965,29407,949,32553,56,949,0,0
validation,124,51,63413,28772,897,33696,48,897,0,0
validation,124,52,61566,28162,992,32357,55,992,0,0
validation,124,53,61647,27806,1278,32513,50,1278,0,0
validation,124,54,63120,27938,1464,33652,66,1457,0,7
validation,124,55,62393,28246,1236,32833,78,1232,0,4
validation,124,56,62819,28827,882,33033,77,878,0,4
validation,124,57,64330,28589,909,34764,68,904,0,5
validation,124,58,63220,28558,1047,33543,72,1044,0,3
validation,124,59,63753,28942,1304,33463,44,1292,0,12
validation,124,60,65311,29137,1448,34667,59,1440,0,8
validation,124,61,63659,29459,1207,32942,51,1199,0,8
validation,124,62,63576,29032,884,33606,54,872,0,12
validation,124,63,64862,28305,893,35619,45,878,0,15
validation,124,64,63709,28321,1071,34269,48,1052,0,19
validation,124,65,64359,28882,1335,34093,49,1324,0,11
validation,124,66,65999,29440,1407,35113,39,1399,0,8
validation,124,67,64254,29482,1167,33556,49,1158,0,9
validation,124,68,63886,29035,939,33872,40,923,0,16
validation,124,69,64587,28321,940,35299,27,931,0,9
validation,124,70,62748,27964,1044,33709,31,1028,0,16
validation,124,71,62928,27719,1254,33929,26,1249,0,5
validation,124,72,62778,27912,1202,33632,32,1193,0,9
validation,124,73,63380,28466,881,34008,25,873,0,8
validation,124,74,65078,28957,832,35266,23,823,0,9
validation,124,75,64078,29075,933,34047,23,925,0,8
validation,124,76,64239,28628,1115,34465,31,1093,0,22
validation,124,77,65666,28339,1290,35992,45,1275,0,15
validation,124,78,64252,28183,1346,34683,40,1319,0,27
validation,124,79,64252,28168,1354,34690,40,1327,0,27
test,001,0,62285,32536,369,29320,60,160,145,64
test,001,1,62273,31685,383,30131,74,144,173,66
test,001,2,62432,30340,387,31621,84,122,188,77
test,001,3,63383,29125,372,33785,101,81,201,90
test,001,4,61503,28579,389,32428,107,55,237,97
test,001,5,61571,28698,435,32373,65,64,258,113
test,001,6,62120,28711,413,32899,97,68,258,87
test,001,7,63351,27915,422,34905,109,80,245,97
test,001,8,61729,26593,454,34539,143,79,231,144
test,001,9,61258,25259,490,35372,137,91,227,172
test,001,10,61125,24675,499,35803,148,99,224,176
test,001,11,62989,25257,450,37155,127,76,206,168
test,001,12,62505,26561,536,35318,90,83,202,251
test,001,13,63577,28231,527,34761,58,78,185,264
test,001,14,64418,29278,489,34620,31,75,180,234
test,001,15,65987,28586,598,36764,39,91,157,350
test,001,16,64605,27453,639,36482,31,101,140,398
test,001,17,64466,26374,759,37292,41,119,118,522
test,001,18,64776,26497,792,37470,17,141,103,548
test,001,19,67519,27835,944,38714,26,187,86,671
test,001,20,67167,28140,1083,37872,72,207,74,802
test,001,21,67506,27625,1206,38611,64,233,48,925
test,001,22,67356,26576,1394,39299,87,270,30,1094
test,001,23,68873,25974,1623,41219,57,312,5,1306
test,001,24,67240,25068,1966,40119,87,382,0,1584
test,001,25,66849,23232,2613,40900,104,478,0,2135
test,001,26,66415,22846,1651,41754,164,588,0,1063
test,001,27,67260,22087,1813,43232,128,612,0,1201
test,001,28,66051,22836,890,42173,152,621,0,269
test,001,29,66368,22856,585,42686,241,585,0,0
test,001,30,66500,22544,502,43232,222,502,0,0
test,001,31,68448,22600,544,45156,148,544,0,0
test,001,32,67435,22422,609,44363,41,609,0,0
test,001,33,68056,22716,665,44615,60,665,0,0
test,001,34,68663,21791,586,46166,120,586,0,0
test,001,35,66540,20615,510,45245,170,510,0,0
test,001,36,65352,19920,504,44798,130,504,0,0
test,001,37,64913,20281,612,43943,77,612,0,0
test,001,38,64576,21558,667,42318,33,667,0,0
test,001,39,64083,22160,569,41329,25,569,0,0
test,001,40,63581,21744,392,41421,24,392,0,0
test,001,41,62439,20943,367,41093,36,367,0,0
test,001,42,64058,20224,356,43437,41,356,0,0
test,001,43,64278,20410,403,43411,54,403,0,0
test,001,44,64282,21017,442,42766,57,442,0,0
test,001,45,64546,21885,299,42309,53,299,0,0
test,001,46,65615,22713,168,42632,102,168,0,0
test,001,47,63985,22559,139,41253,34,139,0,0
test,001,48,64582,22707,74,41768,33,74,0,0
test,001,49,64520,23115,90,41298,17,90,0,0
test,001,50,65055,23606,124,41311,14,124,0,0
test,001,51,63212,23720,178,39293,21,178,0,0
test,001,52,64452,23426,108,40898,20,108,0,0
test,001,53,64778,23183,36,41540,19,36,0,0
test,001,54,66452,23406,47,42978,21,47,0,0
test,001,55,65192,24261,49,40853,29,49,0,0
test,001,56,65727,25282,63,40359,23,63,0,0
test,001,57,65373,25977,78,39269,49,78,0,0
test,001,58,66114,26010,99,39905,100,99,0,0
test,001,59,64626,25760,118,38631,117,118,0,0
test,001,60,65056,25671,139,39193,53,139,0,0
test,001,61,65344,26091,184,39002,67,184,0,0
test,001,62,66888,26471,221,39931,265,221,0,0
test,001,63,65529,26446,278,38541,264,278,0,0
test,001,64,65431,25692,355,39243,141,355,0,0
test,001,65,65166,24567,448,40063,88,448,0,0
test,001,66,65916,23834,460,41489,133,460,0,0
test,001,67,60173,23157,498,36464,54,498,0,0
test,001,68,56584,23623,524,32342,95,524,0,0
test,001,69,57236,23999,600,32415,222,600,0,0
test,001,70,57432,25151,611,31565,105,611,0,0
test,001,71,60540,25563,468,34386,123,468,0,0
test,001,72,63678,25105,458,37981,134,458,0,0
test,001,73,64697,23349,483,40777,88,483,0,0
test,001,74,60701,21587,602,38459,53,602,0,0
test,001,75,54272,21239,549,32419,65,549,0,0
test,001,76,54593,22510,404,31592,87,404,0,0
test,001,77,56905,24326,412,32051,116,412,0,0
test,001,78,58612,25692,435,32350,135,435,0,0
test,001,79,58612,25688,437,32353,134,437,0,0
test,002,0,60599,19100,1222,40071,206,1065,0,157
test,002,1,60599,19106,1226,40061,206,1069,0,157
test,002,2,59344,19283,1218,38636,207,1053,0,165
test,002,3,59564,19539,1224,38587,214,1061,0,163
test,002,4,59635,19741,1232,38482,180,1072,0,160
test,002,5,60416,19866,1239,39140,171,1072,0,167
test,002,6,59369,20083,1219,37904,163,1057,0,162
test,002,7,59244,20260,1227,37573,184,1074,0,153
test,002,8,58745,20279,1242,37055,169,1088,0,154
test,002,9,59958,20365,1238,38192,163,1084,0,154
test,002,10,58976,20511,1238,37033,194,1089,0,149
test,002,11,58858,20579,1244,36860,175,1090,0,154
test,002,12,58344,20709,1233,36245,157,1084,0,149
test,002,13,58734,21039,1242,36303,150,1090,0,152
test,002,14,58976,21377,1242,36197,160,1082,0,160
test,002,15,59374,21653,1262,36290,169,1100,0,162
test,002,16,61056,22048,1264,37575,169,1105,0,159
test,002,17,59439,22235,1267,35790,147,1107,0,160
test,002,18,59713,22294,1277,36009,133,1113,0,164
test,002,19,59796,22435,1271,35929,161,1107,0,164
test,002,20,60839,22447,1286,36962,144,1122,0,164
test,002,21,59968,22578,1286,35950,154,1130,0,156
test,002,22,59794,22612,1302,35748,132,1140,0,162
test,002,23,59472,22622,1298,35420,132,1133,0,165
test,002,24,61193,22797,1320,36943,133,1153,0,167
test,002,25,59919,22802,1320,35674,123,1148,0,172
test,002,26,59565,22814,1331,35305,115,1161,0,170
test,002,27,59918,22813,1299,35722,84,1135,0,164
test,002,28,61392,22561,1310,37397,124,1137,0,173
test,002,29,59916,22103,1296,36431,86,1128,0,168
test,002,30,59726,21889,1283,36475,79,1111,0,172
test,002,31,61373,21830,1287,38198,58,1109,0,178
test,002,32,60460,21951,1301,37141,67,1118,0,183
test,002,33,59960,21831,1233,36837,59,1042,0,191
test,002,34,61784,21413,1069,39241,61,912,0,157
test,002,35,60004,20790,920,38226,68,783,0,137
test,002,36,60007,20010,802,39135,60,681,0,121
test,002,37,61705,19323,710,41595,77,617,0,93
test,002,38,60073,18467,656,40883,67,589,0,67
test,002,39,60393,18037,590,41685,81,547,0,43
test,002,40,62089,17605,553,43821,110,515,0,38
test,002,41,61836,17503,499,43753,81,473,0,26
test,002,42,60341,17302,436,42539,64,412,0,24
test,002,43,60189,17057,383,42688,61,369,0,14
test,002,44,57691,16978,314,40345,54,307,0,7
test,002,45,57037,16946,257,39770,64,235,0,22
test,002,46,56319,16865,343,38948,163,279,0,64
test,002,47,56349,17285,422,38396,246,340,0,82
test,002,48,58135,17555,493,39645,442,403,0,90
test,002,49,56666,17878,572,37808,408,490,0,82
test,002,50,56984,18060,625,37897,402,518,0,107
test,002,51,59195,18229,667,39977,322,558,0,109
test,002,52,59032,18939,698,39177,218,586,0,112
test,002,53,59784,20135,744,38751,154,641,0,103
test,002,54,63547,21236,786,41412,113,697,0,89
test,002,55,64250,21434,865,41853,98,765,0,100
test,002,56,64491,21145,888,42331,127,791,0,97
test,002,57,67626,21047,951,45524,104,862,0,89
test,002,58,65839,20992,937,43820,90,837,0,100
test,002,59,61270,21003,894,39269,104,797,0,97
test,002,60,62224,20987,873,40262,102,792,0,81
test,002,61,60699,21313,890,38381,115,810,0,80
test,002,62,58555,21495,881,35959,220,804,0,77
test,002,63,58947,21492,836,36313,306,781,0,55
test,002,64,57040,21563,796,34305,376,736,0,60
test,002,65,56223,22031,754,32954,484,694,0,60
test,002,66,59302,22434,749,35723,396,699,0,50
test,002,67,59021,22677,746,35247,351,693,0,53
test,002,68,59766,22841,658,36006,261,605,0,53
test,002,69,62807,23178,560,38988,81,503,0,57
test,002,70,63617,23615,483,39440,79,424,0,59
test,002,71,64886,23649,404,40734,99,328,0,76
test,002,72,64488,23500,434,40445,109,352,0,82
